survey_id,employee_id,survey_date,satisfaction_score,work_life_balance_score,manager_effectiveness_score
S03454_1,E03454,2025-07-22,10,9,8
S03454_2,E03454,2025-08-17,8,4,10
S03454_3,E03454,2025-12-21,9,9,7
S03455_1,E03455,2025-07-07,6,10,5
S03455_2,E03455,2025-08-21,5,7,4
S03456_1,E03456,2025-09-19,6,7,5
S03456_2,E03456,2025-11-19,8,4,5
S03457_1,E03457,2025-08-11,5,5,4
S03457_2,E03457,2025-09-11,4,6,4
S03458_1,E03458,2025-07-13,4,5,3
S03458_2,E03458,2025-11-08,2,6,5
S03459_1,E03459,2025-07-29,4,9,4
S03459_2,E03459,2025-10-31,8,7,6
S03459_3,E03459,2025-11-26,4,9,7
S03460_1,E03460,2025-10-17,6,4,6
S03460_2,E03460,2025-11-06,7,8,5
S03461_1,E03461,2025-07-21,8,8,9
S03461_2,E03461,2025-07-23,8,6,6
S03461_3,E03461,2025-08-16,7,7,6
S03462_1,E03462,2025-12-26,6,7,6
S03463_1,E03463,2025-08-17,7,10,9
S03463_2,E03463,2025-11-07,9,8,10
S03464_1,E03464,2025-12-29,7,7,7
S03465_1,E03465,2025-07-03,6,5,5
S03465_2,E03465,2025-08-13,5,6,8
S03465_3,E03465,2025-11-16,4,4,5
S03466_1,E03466,2025-10-18,8,9,7
S03466_2,E03466,2025-12-26,6,7,7
S03467_1,E03467,2025-10-19,10,6,7
S03468_1,E03468,2025-08-05,6,8,9
S03469_1,E03469,2025-08-08,10,10,10
S03469_2,E03469,2025-09-26,10,9,10
S03470_1,E03470,2025-07-21,5,8,8
S03470_2,E03470,2025-12-14,5,4,5
S03471_1,E03471,2025-10-05,6,6,6
S03472_1,E03472,2025-07-17,4,3,6
S03472_2,E03472,2025-09-05,6,6,6
S03473_1,E03473,2025-07-03,8,8,9
S03473_2,E03473,2025-09-14,8,8,6
S03473_3,E03473,2025-11-04,7,9,10
S03474_1,E03474,2025-08-29,7,8,10
S03474_2,E03474,2025-11-25,7,8,7
S03475_1,E03475,2025-10-16,7,9,9
S03476_1,E03476,2025-10-27,6,7,5
S03477_1,E03477,2025-07-23,5,7,5
S03477_2,E03477,2025-10-05,5,6,6
S03478_1,E03478,2025-11-09,7,8,8
S03479_1,E03479,2025-09-05,7,6,7
S03479_2,E03479,2025-11-25,7,8,7
S03480_1,E03480,2025-07-04,7,8,7
S03480_2,E03480,2025-09-01,8,7,8
S03481_1,E03481,2025-10-23,5,6,9
S03482_1,E03482,2025-09-28,5,7,8
S03483_1,E03483,2025-07-17,5,5,6
S03483_2,E03483,2025-11-18,10,6,9
S03483_3,E03483,2025-12-26,6,6,5
S03484_1,E03484,2025-10-31,7,10,9
S03484_2,E03484,2025-11-12,7,9,8
S03485_1,E03485,2025-07-26,9,5,10
S03485_2,E03485,2025-09-13,10,9,8
S03486_1,E03486,2025-08-01,8,9,8
S03487_1,E03487,2025-11-12,5,8,6
S03488_1,E03488,2025-09-24,8,10,6
S03488_2,E03488,2025-11-20,9,8,10
S03488_3,E03488,2025-12-27,8,9,7
S03489_1,E03489,2025-11-06,7,7,7
S03490_1,E03490,2025-07-21,10,7,10
S03490_2,E03490,2025-12-19,9,8,7
S03491_1,E03491,2025-08-09,8,7,6
S03491_2,E03491,2025-12-13,6,4,7
S03492_1,E03492,2025-12-20,6,9,4
S03493_1,E03493,2025-09-29,6,8,6
S03493_2,E03493,2025-12-17,9,10,6
S03494_1,E03494,2025-09-22,6,7,7
S03494_2,E03494,2025-09-24,8,9,7
S03495_1,E03495,2025-09-15,5,8,8
S03496_1,E03496,2025-10-03,7,8,7
S03497_1,E03497,2025-07-11,5,8,8
S03497_2,E03497,2025-09-22,6,8,7
S03497_3,E03497,2025-09-23,7,8,6
S03498_1,E03498,2025-09-04,6,5,6
S03498_2,E03498,2025-10-19,6,6,8
S03498_3,E03498,2025-12-03,5,4,4
S03499_1,E03499,2025-08-18,9,9,6
S03499_2,E03499,2025-10-01,6,6,9
S03499_3,E03499,2025-10-30,7,7,7
S03500_1,E03500,2025-10-31,7,5,5
S03500_2,E03500,2025-12-21,6,6,8
S03501_1,E03501,2025-08-08,7,7,6
S03501_2,E03501,2025-08-30,8,9,8
S03502_1,E03502,2025-11-13,6,2,6
S03502_2,E03502,2025-12-29,7,8,4
S03503_1,E03503,2025-08-06,5,5,7
S03503_2,E03503,2025-11-01,7,7,7
S03504_1,E03504,2025-07-11,5,4,6
S03504_2,E03504,2025-07-29,6,6,7
S03505_1,E03505,2025-10-04,5,9,7
S03505_2,E03505,2025-12-20,8,8,6
S03506_1,E03506,2025-07-03,4,4,4
S03507_1,E03507,2025-07-05,8,7,7
S03507_2,E03507,2025-10-14,6,8,8
S03508_1,E03508,2025-07-26,6,6,7
S03509_1,E03509,2025-07-10,8,6,8
S03509_2,E03509,2025-08-05,9,5,8
S03509_3,E03509,2025-10-11,8,8,7
S03510_1,E03510,2025-07-13,5,5,5
S03510_2,E03510,2025-12-27,4,4,5
S03511_1,E03511,2025-09-26,4,5,4
S03511_2,E03511,2025-12-24,7,6,4
S03512_1,E03512,2025-08-13,6,6,6
S03512_2,E03512,2025-12-22,5,8,4
S03512_3,E03512,2025-12-31,8,8,5
S03513_1,E03513,2025-11-13,9,7,7
S03514_1,E03514,2025-09-12,6,5,6
S03515_1,E03515,2025-10-26,6,6,5
S03516_1,E03516,2025-12-18,8,7,5
S03517_1,E03517,2025-07-12,6,4,3
S03517_2,E03517,2025-08-08,5,7,5
S03517_3,E03517,2025-09-08,8,5,6
S03518_1,E03518,2025-07-04,7,6,8
S03518_2,E03518,2025-12-13,7,7,7
S03519_1,E03519,2025-11-05,5,6,5
S03519_2,E03519,2025-12-14,7,2,6
S03520_1,E03520,2025-07-06,5,6,6
S03520_2,E03520,2025-08-22,6,7,6
S03521_1,E03521,2025-07-08,5,10,7
S03521_2,E03521,2025-11-10,6,4,7
S03521_3,E03521,2025-12-22,7,5,5
S03522_1,E03522,2025-07-12,7,3,5
S03522_2,E03522,2025-12-11,5,9,7
S03523_1,E03523,2025-09-01,7,8,9
S03523_2,E03523,2025-09-16,9,8,7
S03524_1,E03524,2025-10-05,5,4,5
S03524_2,E03524,2025-11-09,7,5,5
S03525_1,E03525,2025-09-21,9,9,10
S03525_2,E03525,2025-12-15,10,9,10
S03526_1,E03526,2025-07-17,6,6,6
S03526_2,E03526,2025-09-07,7,7,6
S03527_1,E03527,2025-10-10,8,8,6
S03528_1,E03528,2025-09-19,8,6,7
S03528_2,E03528,2025-11-14,8,7,8
S03529_1,E03529,2025-10-11,5,7,4
S03529_2,E03529,2025-10-28,6,6,3
S03530_1,E03530,2025-12-03,10,6,8
S03531_1,E03531,2025-09-29,4,9,7
S03532_1,E03532,2025-09-15,8,7,9
S03532_2,E03532,2025-12-10,10,8,8
S03533_1,E03533,2025-09-07,8,8,7
S03534_1,E03534,2025-08-03,5,4,4
S03534_2,E03534,2025-08-29,4,5,2
S03534_3,E03534,2025-10-31,5,3,4
S03535_1,E03535,2025-07-25,7,9,8
S03535_2,E03535,2025-10-17,10,6,9
S03535_3,E03535,2025-11-12,10,7,7
S03536_1,E03536,2025-10-23,8,8,8
S03537_1,E03537,2025-07-22,10,8,8
S03538_1,E03538,2025-08-14,5,7,6
S03539_1,E03539,2025-08-08,4,3,2
S03540_1,E03540,2025-07-16,7,7,7
S03540_2,E03540,2025-11-12,6,8,7
S03541_1,E03541,2025-07-18,7,8,7
S03542_1,E03542,2025-09-15,8,5,7
S03542_2,E03542,2025-09-21,7,10,7
S03543_1,E03543,2025-08-05,5,9,4
S03543_2,E03543,2025-08-21,6,6,7
S03543_3,E03543,2025-10-16,6,8,7
S03544_1,E03544,2025-07-27,7,7,7
S03544_2,E03544,2025-12-02,8,10,6
S03545_1,E03545,2025-07-13,8,8,8
S03545_2,E03545,2025-08-18,6,10,8
S03546_1,E03546,2025-09-22,4,4,6
S03547_1,E03547,2025-11-29,8,10,9
S03548_1,E03548,2025-10-23,9,8,8
S03549_1,E03549,2025-09-24,5,5,7
S03549_2,E03549,2025-10-09,6,2,4
S03550_1,E03550,2025-07-22,8,8,5
S03550_2,E03550,2025-09-16,8,8,7
S03551_1,E03551,2025-08-08,6,4,8
S03551_2,E03551,2025-11-24,7,7,5
S03552_1,E03552,2025-10-27,5,8,6
S03553_1,E03553,2025-07-14,6,7,7
S03553_2,E03553,2025-07-18,8,8,10
S03554_1,E03554,2025-12-16,8,8,8
S03555_1,E03555,2025-11-18,8,5,8
S03556_1,E03556,2025-07-20,5,6,8
S03557_1,E03557,2025-07-01,4,5,6
S03557_2,E03557,2025-08-16,6,5,5
S03558_1,E03558,2025-07-29,8,8,10
S03558_2,E03558,2025-08-18,9,8,10
S03559_1,E03559,2025-09-02,3,3,8
S03559_2,E03559,2025-10-22,7,5,5
S03560_1,E03560,2025-07-13,6,7,8
S03561_1,E03561,2025-07-12,6,5,9
S03561_2,E03561,2025-12-13,7,6,7
S03561_3,E03561,2025-12-17,7,6,4
S03562_1,E03562,2025-07-08,7,5,6
S03563_1,E03563,2025-07-12,9,8,8
S03563_2,E03563,2025-10-27,6,10,7
S03564_1,E03564,2025-07-31,7,5,6
S03564_2,E03564,2025-11-11,6,7,6
S03565_1,E03565,2025-07-29,7,8,9
S03565_2,E03565,2025-10-08,7,10,8
S03566_1,E03566,2025-08-23,6,6,5
S03566_2,E03566,2025-09-01,7,6,6
S03567_1,E03567,2025-08-12,4,5,2
S03568_1,E03568,2025-07-25,6,4,9
S03568_2,E03568,2025-09-26,7,6,8
S03568_3,E03568,2025-10-10,9,5,8
S03569_1,E03569,2025-09-06,6,5,5
S03569_2,E03569,2025-12-03,6,7,6
S03569_3,E03569,2025-12-17,7,5,7
S03570_1,E03570,2025-07-29,4,3,8
S03571_1,E03571,2025-12-08,4,5,3
S03572_1,E03572,2025-07-26,6,8,7
S03572_2,E03572,2025-12-14,5,9,9
S03572_3,E03572,2025-12-30,6,9,9
S03573_1,E03573,2025-08-10,8,8,9
S03573_2,E03573,2025-11-12,9,7,10
S03574_1,E03574,2025-09-24,7,6,6
S03574_2,E03574,2025-10-16,6,3,7
S03575_1,E03575,2025-11-05,8,8,10
S03576_1,E03576,2025-08-08,3,6,1
S03576_2,E03576,2025-10-22,5,2,3
S03577_1,E03577,2025-07-02,7,8,5
S03578_1,E03578,2025-07-12,9,9,10
S03578_2,E03578,2025-09-06,7,8,8
S03579_1,E03579,2025-08-14,8,9,7
S03579_2,E03579,2025-11-14,5,8,6
S03580_1,E03580,2025-07-28,6,10,3
S03580_2,E03580,2025-08-30,7,6,6
S03581_1,E03581,2025-10-18,7,5,5
S03581_2,E03581,2025-12-16,6,6,8
S03582_1,E03582,2025-08-28,6,6,8
S03582_2,E03582,2025-11-22,6,5,6
S03583_1,E03583,2025-08-31,9,10,9
S03583_2,E03583,2025-09-17,10,10,9
S03584_1,E03584,2025-10-30,6,9,7
S03585_1,E03585,2025-12-30,8,6,6
S03586_1,E03586,2025-07-17,5,8,8
S03586_2,E03586,2025-11-13,6,5,6
S03586_3,E03586,2025-12-15,6,4,4
S03587_1,E03587,2025-09-28,8,8,7
S03587_2,E03587,2025-10-11,7,7,7
S03588_1,E03588,2025-09-06,8,7,7
S03588_2,E03588,2025-12-22,8,10,6
S03589_1,E03589,2025-12-27,5,7,5
S03590_1,E03590,2025-12-10,6,3,7
S03591_1,E03591,2025-08-18,6,6,7
S03592_1,E03592,2025-12-06,7,7,5
S03592_2,E03592,2025-12-30,7,8,7
S03593_1,E03593,2025-07-01,5,6,4
S03593_2,E03593,2025-07-04,5,6,6
S03593_3,E03593,2025-11-18,5,7,7
S03594_1,E03594,2025-11-21,10,10,10
S03595_1,E03595,2025-09-20,5,5,6
S03596_1,E03596,2025-08-06,5,7,5
S03596_2,E03596,2025-08-24,6,5,6
S03596_3,E03596,2025-11-12,5,7,8
S03597_1,E03597,2025-08-25,10,7,8
S03597_2,E03597,2025-09-06,8,10,7
S03598_1,E03598,2025-07-08,5,4,7
S03598_2,E03598,2025-11-12,5,6,5
S03598_3,E03598,2025-11-17,6,7,2
S03599_1,E03599,2025-12-10,8,9,9
S03600_1,E03600,2025-12-12,4,5,4
S03601_1,E03601,2025-11-09,6,7,9
S03602_1,E03602,2025-10-24,9,8,10
S03603_1,E03603,2025-08-02,10,8,10
S03603_2,E03603,2025-11-06,8,9,10
S03604_1,E03604,2025-07-15,6,8,6
S03605_1,E03605,2025-11-17,7,5,5
S03606_1,E03606,2025-11-07,4,6,8
S03606_2,E03606,2025-12-30,6,5,6
S03607_1,E03607,2025-09-12,7,6,8
S03607_2,E03607,2025-12-14,8,7,8
S03608_1,E03608,2025-09-07,8,9,7
S03609_1,E03609,2025-10-24,5,4,5
S03610_1,E03610,2025-09-06,6,5,8
S03610_2,E03610,2025-10-24,5,7,5
S03611_1,E03611,2025-10-31,4,4,6
S03612_1,E03612,2025-10-10,6,7,6
S03612_2,E03612,2025-10-25,6,5,9
S03613_1,E03613,2025-11-18,8,7,5
S03613_2,E03613,2025-11-26,7,5,8
S03614_1,E03614,2025-09-03,8,7,8
S03614_2,E03614,2025-10-12,6,8,9
S03615_1,E03615,2025-08-30,7,9,9
S03615_2,E03615,2025-10-15,9,8,8
S03615_3,E03615,2025-12-09,7,6,8
S03616_1,E03616,2025-09-09,6,7,9
S03616_2,E03616,2025-10-10,6,8,8
S03617_1,E03617,2025-07-02,8,7,6
S03617_2,E03617,2025-09-21,6,7,5
S03618_1,E03618,2025-07-21,7,2,5
S03619_1,E03619,2025-07-28,6,5,7
S03619_2,E03619,2025-10-18,8,6,7
S03620_1,E03620,2025-07-18,6,6,4
S03620_2,E03620,2025-10-10,5,6,5
S03620_3,E03620,2025-10-30,6,8,4
S03621_1,E03621,2025-08-25,4,8,6
S03621_2,E03621,2025-12-06,7,4,5
S03622_1,E03622,2025-11-08,10,9,8
S03623_1,E03623,2025-08-25,9,7,7
S03623_2,E03623,2025-10-26,4,7,7
S03623_3,E03623,2025-12-27,8,6,7
S03624_1,E03624,2025-08-02,4,5,7
S03625_1,E03625,2025-07-18,8,6,7
S03625_2,E03625,2025-08-10,8,7,7
S03626_1,E03626,2025-12-05,7,6,5
S03627_1,E03627,2025-09-03,9,9,6
S03627_2,E03627,2025-09-18,8,7,5
S03628_1,E03628,2025-07-23,7,9,9
S03628_2,E03628,2025-08-03,5,8,8
S03629_1,E03629,2025-07-16,7,5,7
S03629_2,E03629,2025-08-02,7,7,8
S03630_1,E03630,2025-08-31,10,9,5
S03630_2,E03630,2025-12-28,10,8,8
S03631_1,E03631,2025-07-18,6,4,6
S03631_2,E03631,2025-08-10,6,4,6
S03631_3,E03631,2025-11-17,5,6,6
S03632_1,E03632,2025-09-10,6,7,8
S03632_2,E03632,2025-11-08,6,7,8
S03632_3,E03632,2025-11-13,6,7,7
S03633_1,E03633,2025-10-03,7,6,7
S03633_2,E03633,2025-11-15,7,9,7
S03634_1,E03634,2025-09-02,4,4,6
S03634_2,E03634,2025-09-30,7,8,4
S03635_1,E03635,2025-09-11,8,10,7
S03636_1,E03636,2025-12-25,6,8,8
S03637_1,E03637,2025-12-07,7,9,10
S03637_2,E03637,2025-12-12,8,9,9
S03637_3,E03637,2025-12-26,9,9,8
S03638_1,E03638,2025-10-22,7,6,3
S03638_2,E03638,2025-12-31,4,5,6
S03639_1,E03639,2025-09-23,9,10,9
S03640_1,E03640,2025-07-31,7,6,5
S03640_2,E03640,2025-10-26,7,9,6
S03641_1,E03641,2025-12-01,10,8,5
S03642_1,E03642,2025-09-06,7,6,9
S03643_1,E03643,2025-08-18,10,7,6
S03643_2,E03643,2025-10-26,4,10,5
S03643_3,E03643,2025-12-04,7,8,8
S03644_1,E03644,2025-11-01,8,10,8
S03645_1,E03645,2025-08-14,4,6,3
S03645_2,E03645,2025-10-27,4,6,2
S03646_1,E03646,2025-08-24,7,8,9
S03646_2,E03646,2025-09-23,7,8,9
S03647_1,E03647,2025-07-31,9,10,9
S03647_2,E03647,2025-08-28,10,9,8
S03647_3,E03647,2025-12-07,8,9,8
S03648_1,E03648,2025-08-16,8,7,10
S03648_2,E03648,2025-10-03,7,5,9
S03649_1,E03649,2025-12-22,8,5,6
S03650_1,E03650,2025-09-13,10,9,10
S03650_2,E03650,2025-12-31,7,9,8
S03651_1,E03651,2025-08-18,4,3,7
S03651_2,E03651,2025-11-01,5,6,8
S03652_1,E03652,2025-08-20,7,8,9
S03652_2,E03652,2025-11-13,8,6,8
S03652_3,E03652,2025-11-17,8,9,10
S03653_1,E03653,2025-09-20,6,5,10
S03653_2,E03653,2025-12-17,7,9,7
S03654_1,E03654,2025-09-13,6,9,8
S03654_2,E03654,2025-10-09,6,7,9
S03654_3,E03654,2025-10-12,10,8,7
S03655_1,E03655,2025-09-01,7,6,9
S03656_1,E03656,2025-08-01,8,8,7
S03656_2,E03656,2025-08-30,8,9,6
S03657_1,E03657,2025-09-24,5,7,6
S03658_1,E03658,2025-08-29,8,8,8
S03659_1,E03659,2025-08-30,6,7,6
S03659_2,E03659,2025-10-07,7,7,8
S03660_1,E03660,2025-11-08,4,6,3
S03660_2,E03660,2025-11-27,3,3,1
S03660_3,E03660,2025-12-01,5,4,4
S03661_1,E03661,2025-07-08,7,4,6
S03661_2,E03661,2025-11-20,5,6,3
S03662_1,E03662,2025-08-17,7,8,6
S03662_2,E03662,2025-12-03,7,8,7
S03662_3,E03662,2025-12-09,7,9,6
S03663_1,E03663,2025-07-05,7,8,9
S03663_2,E03663,2025-11-02,8,9,9
S03664_1,E03664,2025-09-14,9,8,9
S03664_2,E03664,2025-09-27,8,10,9
S03665_1,E03665,2025-07-03,7,7,9
S03665_2,E03665,2025-10-19,7,5,5
S03665_3,E03665,2025-10-20,6,5,6
S03666_1,E03666,2025-08-16,5,6,6
S03666_2,E03666,2025-09-07,6,4,7
S03667_1,E03667,2025-07-12,7,6,10
S03667_2,E03667,2025-11-12,7,6,8
S03668_1,E03668,2025-07-18,5,6,6
S03668_2,E03668,2025-07-29,6,7,7
S03668_3,E03668,2025-11-30,5,5,6
S03669_1,E03669,2025-11-27,10,8,8
S03669_2,E03669,2025-12-26,10,10,8
S03670_1,E03670,2025-08-01,7,5,7
S03670_2,E03670,2025-11-30,6,5,10
S03671_1,E03671,2025-07-08,9,8,9
S03672_1,E03672,2025-07-21,7,9,8
S03672_2,E03672,2025-08-29,10,8,7
S03672_3,E03672,2025-10-07,8,6,6
S03673_1,E03673,2025-07-21,9,8,8
S03673_2,E03673,2025-08-08,10,7,6
S03674_1,E03674,2025-07-02,6,4,7
S03674_2,E03674,2025-09-29,6,5,5
S03675_1,E03675,2025-10-12,6,4,8
S03675_2,E03675,2025-10-30,7,9,7
S03675_3,E03675,2025-12-13,6,10,8
S03676_1,E03676,2025-07-06,9,7,9
S03676_2,E03676,2025-08-21,5,7,7
S03677_1,E03677,2025-09-14,9,10,9
S03677_2,E03677,2025-11-04,8,9,10
S03677_3,E03677,2025-11-22,9,6,8
S03678_1,E03678,2025-07-05,6,6,6
S03678_2,E03678,2025-11-01,8,5,8
S03679_1,E03679,2025-12-13,6,8,6
S03680_1,E03680,2025-07-02,9,6,5
S03680_2,E03680,2025-11-26,4,5,7
S03681_1,E03681,2025-07-11,9,9,8
S03681_2,E03681,2025-11-27,7,8,8
S03682_1,E03682,2025-09-19,8,10,10
S03682_2,E03682,2025-11-02,8,10,7
S03683_1,E03683,2025-11-14,6,8,4
S03683_2,E03683,2025-12-25,7,5,6
S03684_1,E03684,2025-10-25,6,8,7
S03684_2,E03684,2025-12-19,8,9,9
S03685_1,E03685,2025-07-28,7,10,7
S03686_1,E03686,2025-08-05,7,3,5
S03687_1,E03687,2025-08-03,3,4,5
S03688_1,E03688,2025-09-09,7,5,6
S03689_1,E03689,2025-12-25,4,4,4
S03690_1,E03690,2025-12-15,5,5,7
S03691_1,E03691,2025-08-24,10,10,7
S03691_2,E03691,2025-09-08,10,9,10
S03692_1,E03692,2025-10-22,7,8,6
S03692_2,E03692,2025-10-28,9,8,5
S03692_3,E03692,2025-11-03,7,9,7
S03693_1,E03693,2025-09-24,5,6,8
S03694_1,E03694,2025-07-02,8,8,5
S03694_2,E03694,2025-10-26,7,8,8
S03694_3,E03694,2025-11-09,6,7,8
S03695_1,E03695,2025-07-28,9,8,10
S03695_2,E03695,2025-11-15,10,10,9
S03696_1,E03696,2025-07-17,9,9,9
S03696_2,E03696,2025-10-13,9,6,9
S03697_1,E03697,2025-07-03,9,6,8
S03697_2,E03697,2025-11-17,10,8,9
S03697_3,E03697,2025-11-23,9,8,8
S03698_1,E03698,2025-08-20,9,6,9
S03698_2,E03698,2025-09-26,8,6,7
S03698_3,E03698,2025-12-04,7,9,8
S03699_1,E03699,2025-10-31,6,4,4
S03699_2,E03699,2025-12-31,4,5,4
S03700_1,E03700,2025-07-11,10,9,10
S03700_2,E03700,2025-08-25,9,9,8
S03701_1,E03701,2025-07-20,7,6,8
S03701_2,E03701,2025-08-19,8,5,6
S03701_3,E03701,2025-10-28,6,6,6
S03702_1,E03702,2025-08-21,8,6,9
S03703_1,E03703,2025-09-01,8,8,7
S03703_2,E03703,2025-09-18,8,9,9
S03704_1,E03704,2025-08-24,7,6,7
S03704_2,E03704,2025-10-07,5,6,5
S03705_1,E03705,2025-07-14,6,7,7
S03705_2,E03705,2025-12-08,7,7,9
S03705_3,E03705,2025-12-25,5,8,5
S03706_1,E03706,2025-08-29,9,9,7
S03706_2,E03706,2025-09-11,10,8,8
S03707_1,E03707,2025-08-05,4,9,7
S03708_1,E03708,2025-08-02,9,10,10
S03708_2,E03708,2025-12-27,7,7,6
S03709_1,E03709,2025-09-07,9,8,8
S03710_1,E03710,2025-08-21,5,7,7
S03710_2,E03710,2025-09-07,6,6,4
S03710_3,E03710,2025-11-24,3,5,5
S03711_1,E03711,2025-09-28,6,8,6
S03711_2,E03711,2025-10-02,8,8,6
S03712_1,E03712,2025-10-03,6,7,6
S03713_1,E03713,2025-08-10,8,5,7
S03713_2,E03713,2025-11-30,4,5,6
S03714_1,E03714,2025-07-05,7,7,6
S03714_2,E03714,2025-08-29,6,7,6
S03714_3,E03714,2025-12-31,7,6,5
S03715_1,E03715,2025-07-21,4,5,5
S03715_2,E03715,2025-08-13,5,4,6
S03715_3,E03715,2025-08-16,6,5,7
S03716_1,E03716,2025-07-20,9,8,7
S03716_2,E03716,2025-12-31,7,9,8
S03717_1,E03717,2025-10-18,7,10,9
S03718_1,E03718,2025-09-25,8,9,8
S03718_2,E03718,2025-11-04,8,8,10
S03718_3,E03718,2025-12-10,8,8,9
S03719_1,E03719,2025-07-07,10,5,9
S03719_2,E03719,2025-12-22,6,9,7
S03720_1,E03720,2025-07-09,7,3,5
S03720_2,E03720,2025-08-29,6,4,3
S03721_1,E03721,2025-09-04,6,6,5
S03722_1,E03722,2025-07-02,6,7,8
S03722_2,E03722,2025-11-01,5,4,6
S03723_1,E03723,2025-10-13,6,9,7
S03724_1,E03724,2025-09-15,7,6,8
S03725_1,E03725,2025-10-14,10,10,8
S03725_2,E03725,2025-12-17,7,8,8
S03726_1,E03726,2025-09-08,9,8,8
S03726_2,E03726,2025-10-17,6,8,8
S03727_1,E03727,2025-09-17,8,8,7
S03727_2,E03727,2025-11-07,8,9,7
S03728_1,E03728,2025-09-27,7,8,8
S03729_1,E03729,2025-09-19,8,5,7
S03729_2,E03729,2025-12-11,8,9,8
S03730_1,E03730,2025-08-26,8,10,7
S03730_2,E03730,2025-11-21,7,7,6
S03731_1,E03731,2025-07-19,8,9,8
S03731_2,E03731,2025-10-21,7,7,7
S03731_3,E03731,2025-12-03,5,9,10
S03732_1,E03732,2025-07-24,4,5,5
S03732_2,E03732,2025-09-19,7,7,6
S03733_1,E03733,2025-08-06,8,10,10
S03733_2,E03733,2025-09-20,7,9,8
S03733_3,E03733,2025-11-17,6,8,8
S03734_1,E03734,2025-10-09,5,9,8
S03734_2,E03734,2025-11-05,10,7,4
S03735_1,E03735,2025-07-27,8,9,6
S03735_2,E03735,2025-12-02,8,9,6
S03736_1,E03736,2025-09-01,10,9,9
S03737_1,E03737,2025-07-08,9,8,9
S03738_1,E03738,2025-12-12,10,7,10
S03739_1,E03739,2025-11-02,9,9,6
S03739_2,E03739,2025-11-15,8,8,6
S03740_1,E03740,2025-11-03,10,8,10
S03741_1,E03741,2025-08-26,6,6,5
S03741_2,E03741,2025-12-28,6,6,8
S03742_1,E03742,2025-11-18,5,5,7
S03743_1,E03743,2025-07-04,4,5,7
S03744_1,E03744,2025-07-12,7,10,6
S03744_2,E03744,2025-08-10,10,5,8
S03745_1,E03745,2025-08-10,5,6,6
S03745_2,E03745,2025-12-12,7,8,10
S03745_3,E03745,2025-12-18,7,5,8
S03746_1,E03746,2025-10-05,2,6,5
S03747_1,E03747,2025-07-07,3,5,4
S03748_1,E03748,2025-07-17,8,9,6
S03748_2,E03748,2025-09-23,8,10,9
S03748_3,E03748,2025-10-26,7,8,7
S03749_1,E03749,2025-08-19,7,8,8
S03750_1,E03750,2025-08-13,8,10,7
S03750_2,E03750,2025-08-17,7,7,8
S03750_3,E03750,2025-11-05,8,9,10
S03751_1,E03751,2025-11-19,4,3,3
S03752_1,E03752,2025-09-03,5,7,3
S03752_2,E03752,2025-11-25,4,4,5
S03752_3,E03752,2025-12-21,2,4,3
S03753_1,E03753,2025-09-12,7,8,7
S03753_2,E03753,2025-10-07,10,7,6
S03753_3,E03753,2025-12-20,8,10,9
S03754_1,E03754,2025-09-24,6,8,5
S03754_2,E03754,2025-11-01,6,9,9
S03755_1,E03755,2025-10-27,6,6,8
S03756_1,E03756,2025-12-27,5,5,6
S03757_1,E03757,2025-07-12,8,6,6
S03757_2,E03757,2025-11-12,9,10,8
S03757_3,E03757,2025-11-25,7,8,8
S03758_1,E03758,2025-09-19,6,10,8
S03759_1,E03759,2025-10-15,8,9,6
S03760_1,E03760,2025-07-05,5,4,6
S03761_1,E03761,2025-07-11,5,7,10
S03761_2,E03761,2025-09-27,8,10,9
S03762_1,E03762,2025-07-07,6,10,10
S03763_1,E03763,2025-09-17,9,9,9
S03763_2,E03763,2025-10-02,10,10,10
S03763_3,E03763,2025-11-16,9,10,10
S03764_1,E03764,2025-07-27,6,7,6
S03765_1,E03765,2025-07-08,6,5,6
S03765_2,E03765,2025-07-27,8,5,7
S03765_3,E03765,2025-08-01,6,5,8
S03766_1,E03766,2025-07-03,10,10,10
S03766_2,E03766,2025-07-30,9,10,9
S03767_1,E03767,2025-09-19,5,1,5
S03768_1,E03768,2025-07-21,6,5,5
S03768_2,E03768,2025-10-14,7,6,7
S03769_1,E03769,2025-09-20,7,6,8
S03769_2,E03769,2025-11-07,10,6,7
S03770_1,E03770,2025-12-31,6,4,4
S03771_1,E03771,2025-08-09,8,10,9
S03772_1,E03772,2025-12-14,2,7,5
S03773_1,E03773,2025-11-01,7,6,5
S03774_1,E03774,2025-11-22,8,7,8
S03775_1,E03775,2025-07-01,6,8,6
S03775_2,E03775,2025-07-26,8,8,8
S03775_3,E03775,2025-09-09,8,4,5
S03776_1,E03776,2025-07-24,8,6,6
S03776_2,E03776,2025-09-08,9,8,9
S03777_1,E03777,2025-09-28,8,10,8
S03777_2,E03777,2025-12-08,8,10,8
S03778_1,E03778,2025-08-29,4,6,8
S03778_2,E03778,2025-10-24,7,7,5
S03779_1,E03779,2025-08-09,7,8,9
S03780_1,E03780,2025-08-09,5,7,5
S03780_2,E03780,2025-11-16,7,8,9
S03781_1,E03781,2025-08-07,8,7,8
S03781_2,E03781,2025-08-25,8,8,7
S03781_3,E03781,2025-11-28,8,9,6
S03782_1,E03782,2025-11-01,6,5,6
S03782_2,E03782,2025-11-23,5,5,5
S03783_1,E03783,2025-07-09,6,7,6
