employee_id,age,gender,location,department,job_role,tenure_months,salary,performance_rating,engagement_score,promotion_last_2yrs,remote_status,attrition
E03388,30,Female,Seattle,Finance,Financial Analyst,102,125600,5,84,1,Remote,Yes
E03389,37,Male,Redmond,Sales,Business Development Rep,29,111400,2,59,0,Remote,Yes
E03390,55,Male,Seattle,Sales,Sales Manager,78,138600,3,65,0,Hybrid,No
E03391,38,Female,Dublin,Engineering,Software Engineer,102,157400,4,64,0,Remote,No
E03392,37,Female,London,Legal,Legal Operations Specialist,66,124600,4,72,0,Hybrid,No
E03393,47,Female,Redmond,Engineering,Engineering Manager,82,134200,3,84,0,Remote,No
E03394,49,Male,Toronto,Engineering,Engineering Manager,70,139000,3,59,0,Hybrid,Yes
E03395,35,Male,Seattle,Engineering,Engineering Manager,29,140800,3,74,0,Hybrid,No
E03396,34,Female,Seattle,Engineering,Data Engineer,136,170400,4,84,0,Hybrid,No
E03397,30,Female,Chicago,Customer Support,Escalations Analyst,13,77100,4,65,0,Remote,No
E03398,52,Male,London,IT,Security Analyst,19,115600,4,66,0,Onsite,No
E03399,45,Male,Bangalore,Engineering,Senior Software Engineer,22,138800,4,65,1,Remote,Yes
E03400,43,Male,Atlanta,Finance,Accounting Analyst,74,122300,4,86,0,Hybrid,No
E03401,44,Female,New York,IT,IT Support Engineer,11,84200,3,50,0,Remote,Yes
E03402,34,Male,Toronto,Customer Support,Support Team Lead,62,105300,3,65,1,Remote,No
E03403,33,Female,Seattle,Marketing,Content Strategist,76,115600,4,92,0,Hybrid,No
E03404,30,Female,Seattle,Marketing,Marketing Analyst,19,119400,4,66,0,Hybrid,No
E03405,45,Male,Chicago,Customer Support,Support Team Lead,93,114000,4,62,0,Hybrid,No
E03406,45,Male,London,Customer Support,Support Specialist,27,88900,3,70,0,Remote,No
E03407,37,Female,Redmond,Sales,Business Development Rep,26,110000,3,63,1,Remote,Yes
E03408,43,Female,Bangalore,HR,People Program Manager,47,117500,4,62,0,Onsite,No
E03409,38,Male,Austin,HR,HR Analyst,36,106000,5,62,0,Onsite,No
E03410,32,Male,Seattle,Engineering,Software Engineer,101,146700,3,74,1,Hybrid,No
E03411,28,Female,New York,Sales,Account Executive,37,106600,4,53,0,Hybrid,No
E03412,28,Male,Atlanta,Finance,FP&A Analyst,148,125900,3,70,0,Hybrid,No
E03413,38,Female,Redmond,Sales,Sales Operations Analyst,70,126400,3,70,0,Onsite,No
E03414,27,Male,Chicago,Operations,Operations Analyst,117,110100,3,67,0,Hybrid,No
E03415,33,Male,Redmond,Customer Support,Escalations Analyst,56,78200,3,65,0,Remote,No
E03416,30,Female,Chicago,Engineering,Software Engineer,88,155000,4,49,0,Hybrid,No
E03417,32,Female,Atlanta,Legal,Paralegal,94,140600,5,68,0,Remote,No
E03418,26,Female,Redmond,Engineering,Software Engineer,19,152400,4,80,0,Hybrid,Yes
E03419,53,Male,New York,Product,Product Analyst,34,132600,4,98,1,Remote,No
E03420,36,Female,London,Marketing,Campaign Manager,19,98200,4,72,0,Hybrid,No
E03421,54,Female,London,Operations,Operations Analyst,7,100200,4,86,0,Remote,No
E03422,48,Male,Seattle,Legal,Compliance Analyst,59,123800,2,55,0,Onsite,No
E03423,40,Female,Toronto,Marketing,Campaign Manager,99,111500,3,57,0,Hybrid,No
E03424,43,Male,New York,HR,Recruiter,65,103800,3,64,0,Hybrid,No
E03425,43,Male,Austin,Engineering,Data Engineer,122,153300,4,66,0,Hybrid,Yes
E03426,26,Female,Atlanta,Engineering,Software Engineer,34,150400,4,62,0,Hybrid,No
E03427,38,Female,Austin,Marketing,Marketing Analyst,49,130000,5,58,0,Hybrid,Yes
E03428,45,Male,Chicago,Marketing,Content Strategist,148,125900,4,62,0,Remote,No
E03429,27,Male,Austin,Marketing,Campaign Manager,47,101000,4,69,0,Onsite,No
E03430,54,Female,New York,Engineering,Engineering Manager,47,129900,3,70,0,Remote,No
E03431,36,Male,Redmond,Sales,Sales Operations Analyst,153,125200,4,54,0,Onsite,Yes
E03432,44,Female,Dublin,Sales,Account Executive,109,139300,3,56,0,Onsite,No
E03433,40,Female,London,Sales,Account Executive,65,124700,3,71,0,Hybrid,No
E03434,40,Female,Atlanta,Operations,Operations Analyst,60,73200,3,48,0,Hybrid,No
E03435,25,Female,Bangalore,HR,People Program Manager,57,100100,4,65,0,Hybrid,No
E03436,24,Male,Chicago,Engineering,Software Engineer,56,128900,3,69,0,Hybrid,No
E03437,33,Non-Binary,Chicago,Engineering,Senior Software Engineer,38,146800,4,69,0,Hybrid,No
E03438,36,Male,New York,Marketing,Growth Marketing Manager,58,112600,3,62,0,Hybrid,No
E03439,33,Female,Redmond,Marketing,Content Strategist,61,128700,3,58,0,Remote,No
E03440,40,Female,Dublin,Operations,Operations Analyst,52,89100,3,70,0,Hybrid,No
E03441,51,Female,London,Engineering,Engineering Manager,74,150300,3,78,0,Hybrid,No
E03442,38,Male,Seattle,Marketing,Campaign Manager,52,91600,3,76,1,Hybrid,No
E03443,48,Female,Atlanta,IT,Systems Analyst,45,111700,3,84,0,Hybrid,No
E03444,41,Male,London,Product,Product Manager,74,170300,4,66,0,Hybrid,Yes
E03445,37,Female,Redmond,Engineering,Senior Software Engineer,35,138500,3,70,1,Onsite,No
E03446,43,Female,Redmond,HR,HR Analyst,46,114100,4,71,0,Hybrid,No
E03447,26,Female,Redmond,IT,Systems Analyst,107,122900,4,57,1,Hybrid,Yes
E03448,36,Male,Atlanta,Engineering,Senior Software Engineer,142,152600,4,81,0,Hybrid,No
E03449,36,Female,Austin,Marketing,Content Strategist,66,104700,5,68,1,Hybrid,No
E03450,47,Female,London,Customer Support,Support Specialist,60,81500,5,66,1,Hybrid,No
E03451,50,Male,London,Customer Support,Customer Success Manager,46,98900,5,78,0,Onsite,Yes
E03452,38,Non-Binary,Chicago,Legal,Paralegal,86,128100,3,80,0,Hybrid,Yes
E03453,36,Female,Bangalore,Customer Support,Escalations Analyst,45,86400,4,76,1,Remote,No
E03454,42,Male,Redmond,HR,People Program Manager,137,134800,4,83,1,Remote,No
E03455,29,Male,Dublin,Engineering,Data Engineer,46,137600,3,68,1,Remote,No
E03456,45,Female,Bangalore,Engineering,Engineering Manager,146,156300,3,55,0,Remote,Yes
E03457,43,Female,Redmond,Marketing,Content Strategist,85,121500,3,48,0,Remote,Yes
E03458,26,Female,Redmond,Engineering,Software Engineer,11,117400,4,41,0,Remote,Yes
E03459,42,Male,Redmond,Sales,Business Development Rep,150,132600,3,66,0,Remote,Yes
E03460,30,Male,London,Sales,Sales Operations Analyst,47,130400,5,73,0,Remote,No
E03461,32,Female,Bangalore,Product,UX Research Coordinator,25,144900,3,66,0,Onsite,No
E03462,37,Female,Dallas,Sales,Sales Operations Analyst,4,87900,3,60,0,Hybrid,No
E03463,28,Female,Redmond,HR,People Program Manager,34,111800,3,78,0,Remote,No
E03464,37,Female,Austin,Customer Support,Customer Success Manager,107,82600,2,72,0,Hybrid,No
E03465,36,Male,Dallas,Customer Support,Support Specialist,78,88400,5,56,0,Hybrid,Yes
E03466,28,Female,Atlanta,Product,Program Manager,98,145100,4,69,0,Hybrid,Yes
E03467,33,Female,Redmond,Engineering,Senior Software Engineer,50,126600,5,79,0,Onsite,No
E03468,44,Male,London,Engineering,Engineering Manager,40,111400,3,77,0,Remote,Yes
E03469,38,Male,Dublin,Legal,Legal Operations Specialist,69,137400,5,98,1,Remote,No
E03470,45,Female,New York,Finance,Financial Analyst,113,116600,4,55,0,Hybrid,Yes
E03471,42,Male,Toronto,Engineering,Software Engineer,38,150500,3,64,0,Onsite,No
E03472,40,Male,Atlanta,Marketing,Campaign Manager,37,85900,3,54,0,Hybrid,No
E03473,40,Female,Dallas,Finance,Financial Analyst,104,124800,3,79,0,Remote,No
E03474,47,Female,London,HR,Recruiter,66,120300,4,81,0,Hybrid,No
E03475,33,Male,Dallas,Engineering,Senior Software Engineer,49,150400,2,75,0,Hybrid,No
E03476,29,Male,Seattle,Product,Product Analyst,115,157000,4,62,0,Onsite,No
E03477,40,Female,Chicago,Customer Support,Support Team Lead,32,69600,3,56,0,Hybrid,No
E03478,38,Female,London,Marketing,Content Strategist,119,126600,4,71,1,Hybrid,No
E03479,40,Female,Redmond,Product,Program Manager,77,144400,3,67,0,Hybrid,No
E03480,28,Male,Redmond,Engineering,Senior Software Engineer,37,159100,4,71,0,Hybrid,No
E03481,30,Male,Seattle,Engineering,Engineering Manager,81,167700,4,74,1,Onsite,Yes
E03482,43,Female,Redmond,Product,Product Analyst,158,163200,3,77,0,Onsite,No
E03483,32,Female,New York,Customer Support,Customer Success Manager,110,107900,3,66,1,Hybrid,No
E03484,41,Female,Redmond,Engineering,Software Engineer,31,168000,5,88,0,Remote,No
E03485,37,Male,Dallas,Customer Support,Customer Success Manager,116,96500,3,88,0,Hybrid,No
E03486,44,Female,Seattle,Marketing,Campaign Manager,76,107300,4,73,0,Hybrid,No
E03487,41,Male,Seattle,IT,Systems Analyst,37,127900,4,66,0,Hybrid,No
E03488,33,Male,Dallas,Engineering,Engineering Manager,33,134100,4,84,1,Remote,No
E03489,44,Female,Bangalore,Operations,Business Operations Specialist,84,107200,3,70,1,Hybrid,No
E03490,33,Female,Austin,HR,HR Analyst,42,104700,4,95,0,Onsite,No
E03491,34,Female,Seattle,Sales,Account Executive,113,135600,4,68,0,Remote,Yes
E03492,47,Male,Atlanta,Product,Product Analyst,24,162100,4,63,0,Hybrid,No
E03493,33,Female,Atlanta,Operations,Operations Manager,8,93000,3,65,0,Remote,No
E03494,37,Female,Bangalore,Customer Support,Escalations Analyst,64,91300,4,70,0,Hybrid,Yes
E03495,24,Female,New York,Customer Support,Support Specialist,17,55000,3,63,0,Remote,Yes
E03496,52,Female,New York,Operations,Operations Analyst,42,105200,4,65,1,Hybrid,No
E03497,30,Male,Bangalore,Product,Product Analyst,65,154900,5,76,0,Remote,No
E03498,57,Non-Binary,Redmond,Sales,Account Executive,57,130500,5,56,0,Remote,Yes
E03499,46,Male,Atlanta,Product,Product Analyst,147,130700,4,73,0,Hybrid,No
E03500,25,Female,Seattle,Sales,Account Executive,21,101500,3,62,0,Remote,No
E03501,41,Female,Bangalore,Marketing,Campaign Manager,17,115600,5,86,0,Hybrid,No
E03502,31,Female,Redmond,Finance,FP&A Analyst,91,98100,3,59,1,Onsite,Yes
E03503,41,Female,Seattle,Engineering,Engineering Manager,99,130600,2,64,0,Remote,No
E03504,33,Male,Atlanta,Marketing,Content Strategist,61,103800,3,64,0,Hybrid,Yes
E03505,32,Male,Toronto,Engineering,Engineering Manager,22,137200,4,73,0,Hybrid,No
E03506,37,Female,Seattle,Sales,Sales Manager,100,133400,3,49,0,Hybrid,No
E03507,40,Non-Binary,Seattle,Engineering,Senior Software Engineer,94,173700,3,71,0,Hybrid,No
E03508,36,Male,London,Operations,Business Operations Specialist,107,112200,3,64,0,Hybrid,No
E03509,43,Female,Dallas,Sales,Sales Manager,36,142700,4,70,0,Remote,No
E03510,51,Male,Redmond,Sales,Business Development Rep,81,115500,3,60,0,Onsite,No
E03511,37,Male,Austin,Engineering,Engineering Manager,80,147700,2,56,0,Remote,No
E03512,42,Female,Chicago,Sales,Sales Manager,37,115400,3,65,0,Hybrid,Yes
E03513,43,Male,Dallas,HR,HR Business Partner,83,121800,4,81,0,Remote,No
E03514,43,Female,Dallas,Customer Support,Support Specialist,33,64300,2,63,0,Hybrid,No
E03515,35,Female,Austin,Product,Product Analyst,105,143900,4,55,0,Onsite,No
E03516,30,Male,Atlanta,Customer Support,Support Specialist,53,95100,2,66,0,Remote,No
E03517,32,Female,Dallas,Operations,Process Improvement Analyst,64,129800,4,59,0,Hybrid,Yes
E03518,30,Female,Dallas,HR,Recruiter,52,102400,3,63,0,Remote,No
E03519,31,Male,Dublin,Marketing,Campaign Manager,32,103300,2,49,0,Onsite,No
E03520,33,Female,Toronto,Operations,Operations Manager,139,118300,2,60,0,Hybrid,Yes
E03521,38,Female,Dublin,Sales,Account Executive,105,122400,4,64,1,Onsite,No
E03522,39,Female,Toronto,Engineering,Data Engineer,125,170600,3,64,0,Hybrid,No
E03523,44,Male,Chicago,IT,IT Support Engineer,160,121700,3,75,0,Hybrid,No
E03524,36,Male,New York,Finance,Finance Manager,38,128700,3,58,0,Onsite,No
E03525,36,Male,Redmond,Marketing,Marketing Analyst,53,120700,5,98,1,Hybrid,No
E03526,34,Male,New York,Sales,Sales Manager,12,117300,3,63,0,Remote,No
E03527,29,Male,Toronto,Engineering,Engineering Manager,43,141600,3,87,0,Hybrid,No
E03528,33,Male,Austin,Customer Support,Escalations Analyst,45,77000,3,75,0,Hybrid,Yes
E03529,42,Female,Redmond,Engineering,Software Engineer,57,141400,3,53,0,Hybrid,Yes
E03530,35,Female,Dallas,Sales,Sales Manager,51,134000,5,87,1,Remote,No
E03531,42,Male,Chicago,Operations,Operations Analyst,82,106600,4,75,0,Remote,No
E03532,37,Male,Austin,Marketing,Content Strategist,154,132500,5,88,0,Onsite,No
E03533,31,Male,Seattle,Engineering,Senior Software Engineer,110,137000,3,80,0,Hybrid,No
E03534,22,Female,Dublin,Sales,Sales Operations Analyst,49,139200,4,45,0,Hybrid,No
E03535,40,Female,Toronto,Engineering,Data Engineer,75,166000,4,81,0,Hybrid,No
E03536,39,Female,Bangalore,Engineering,Software Engineer,119,147300,4,84,0,Hybrid,No
E03537,42,Male,Austin,IT,Cloud Operations Analyst,90,110000,4,82,0,Remote,No
E03538,44,Female,Dublin,HR,Recruiter,120,154200,4,68,0,Remote,No
E03539,42,Male,Toronto,IT,Security Analyst,66,78400,2,34,0,Remote,Yes
E03540,55,Male,Toronto,Operations,Operations Analyst,103,105500,3,68,0,Remote,No
E03541,30,Male,Dallas,Operations,Operations Analyst,76,96400,4,74,0,Hybrid,No
E03542,36,Male,Dallas,Product,Product Analyst,49,131300,5,74,0,Remote,No
E03543,32,Male,Dublin,Finance,FP&A Analyst,10,98500,4,60,0,Onsite,Yes
E03544,29,Male,New York,Engineering,Senior Software Engineer,137,147000,2,78,0,Remote,Yes
E03545,42,Male,Atlanta,Sales,Sales Manager,114,129300,4,81,0,Remote,No
E03546,45,Female,Seattle,Engineering,Software Engineer,41,129700,4,55,0,Hybrid,No
E03547,33,Female,London,Finance,Finance Manager,34,108500,3,75,0,Remote,No
E03548,36,Female,Bangalore,Marketing,Campaign Manager,19,97700,5,86,0,Remote,No
E03549,41,Non-Binary,Dublin,Customer Support,Customer Success Manager,81,90600,3,43,0,Onsite,Yes
E03550,36,Female,Redmond,Engineering,Data Engineer,76,143900,3,76,1,Hybrid,No
E03551,28,Female,Austin,Legal,Legal Operations Specialist,58,150500,4,58,0,Hybrid,No
E03552,34,Male,New York,Product,Program Manager,107,141100,4,68,1,Hybrid,No
E03553,54,Non-Binary,London,Engineering,Senior Software Engineer,67,137400,3,74,0,Remote,Yes
E03554,28,Male,Atlanta,Marketing,Marketing Analyst,115,125900,4,83,0,Hybrid,No
E03555,33,Male,Seattle,Engineering,Senior Software Engineer,29,135900,4,66,0,Hybrid,No
E03556,45,Male,Redmond,Sales,Sales Operations Analyst,72,113100,2,57,1,Hybrid,Yes
E03557,48,Female,New York,Engineering,Senior Software Engineer,54,139200,3,49,0,Hybrid,Yes
E03558,40,Female,Dublin,HR,Recruiter,34,109100,4,90,1,Remote,No
E03559,44,Male,Toronto,Engineering,Engineering Manager,99,150700,5,59,0,Hybrid,No
E03560,48,Male,Atlanta,Product,Program Manager,32,147200,4,80,0,Hybrid,No
E03561,55,Non-Binary,Redmond,Operations,Operations Analyst,32,107800,4,62,0,Hybrid,No
E03562,32,Female,Dallas,Operations,Operations Manager,78,86700,3,64,0,Hybrid,Yes
E03563,41,Male,Dallas,Sales,Account Executive,60,105700,3,70,0,Remote,No
E03564,50,Female,Seattle,Customer Support,Support Team Lead,43,87800,3,60,0,Hybrid,No
E03565,49,Male,London,Engineering,Software Engineer,135,164400,5,87,1,Remote,No
E03566,51,Male,New York,Engineering,Data Engineer,91,158300,4,62,0,Remote,No
E03567,40,Male,Dallas,Operations,Operations Analyst,41,117300,4,41,0,Onsite,Yes
E03568,43,Female,New York,Customer Support,Support Specialist,69,74700,3,70,1,Onsite,No
E03569,38,Male,Atlanta,Customer Support,Customer Success Manager,10,67200,4,63,0,Hybrid,Yes
E03570,50,Female,New York,Engineering,Data Engineer,48,150200,5,64,0,Remote,No
E03571,37,Female,Seattle,Customer Support,Support Team Lead,124,74400,5,41,0,Hybrid,No
E03572,24,Male,Seattle,Engineering,Engineering Manager,68,153000,4,68,0,Remote,No
E03573,37,Female,Bangalore,Product,Product Analyst,40,136000,3,87,0,Remote,No
E03574,29,Male,Bangalore,Product,Product Analyst,27,126700,2,62,0,Onsite,No
E03575,34,Female,Dublin,Engineering,Engineering Manager,40,138500,3,85,1,Hybrid,No
E03576,47,Female,Austin,Customer Support,Customer Success Manager,144,69800,3,33,0,Remote,Yes
E03577,38,Male,Seattle,Operations,Business Operations Specialist,30,113800,4,75,0,Onsite,Yes
E03578,34,Male,New York,HR,People Program Manager,110,125600,5,86,0,Onsite,No
E03579,40,Male,Dallas,Customer Support,Escalations Analyst,42,93400,3,76,0,Remote,No
E03580,32,Female,Austin,IT,Cloud Operations Analyst,40,133400,5,65,0,Hybrid,Yes
E03581,38,Female,Seattle,IT,Cloud Operations Analyst,16,118100,4,65,0,Remote,No
E03582,48,Male,London,Operations,Process Improvement Analyst,86,103000,4,64,0,Remote,No
E03583,27,Male,New York,Engineering,Engineering Manager,96,146100,3,98,1,Hybrid,No
E03584,26,Male,London,Product,UX Research Coordinator,80,158300,4,72,0,Hybrid,No
E03585,27,Male,Toronto,Engineering,Senior Software Engineer,65,149500,5,77,0,Remote,No
E03586,38,Male,Toronto,Operations,Process Improvement Analyst,43,102300,3,58,0,Hybrid,No
E03587,40,Male,Toronto,Operations,Process Improvement Analyst,106,94700,3,80,1,Hybrid,No
E03588,25,Male,London,Sales,Sales Manager,19,110500,3,73,0,Remote,No
E03589,35,Male,Atlanta,Product,Product Analyst,115,136100,4,54,0,Remote,No
E03590,41,Male,Redmond,Operations,Business Operations Specialist,89,122500,3,55,0,Hybrid,No
E03591,26,Male,Bangalore,Engineering,Engineering Manager,22,145700,3,71,0,Hybrid,Yes
E03592,38,Male,Seattle,HR,People Program Manager,34,101400,3,73,0,Hybrid,No
E03593,26,Female,Redmond,Engineering,Engineering Manager,91,138400,3,60,0,Hybrid,No
E03594,43,Female,Redmond,Sales,Business Development Rep,62,100000,4,98,0,Remote,No
E03595,44,Female,Austin,Legal,Paralegal,42,147700,3,56,0,Hybrid,Yes
E03596,39,Female,Chicago,Product,Product Analyst,58,119200,4,64,0,Remote,No
E03597,34,Male,Redmond,Marketing,Marketing Analyst,74,113600,3,74,0,Remote,No
E03598,29,Male,London,Sales,Sales Operations Analyst,82,123600,4,55,0,Hybrid,No
E03599,45,Male,Redmond,Marketing,Marketing Analyst,3,103800,2,74,0,Remote,Yes
E03600,50,Male,Dallas,Marketing,Growth Marketing Manager,56,122700,4,60,1,Onsite,No
E03601,41,Male,Redmond,Marketing,Campaign Manager,60,117700,5,76,1,Hybrid,No
E03602,48,Female,Atlanta,Engineering,Senior Software Engineer,161,175300,4,72,0,Hybrid,No
E03603,26,Male,Seattle,Engineering,Data Engineer,156,161700,5,87,0,Hybrid,No
E03604,27,Non-Binary,Austin,Sales,Account Executive,74,105900,2,54,1,Remote,No
E03605,51,Male,New York,HR,People Program Manager,94,108700,4,68,0,Hybrid,No
E03606,36,Female,Redmond,Engineering,Data Engineer,83,148700,3,58,0,Onsite,No
E03607,23,Female,Atlanta,Operations,Operations Manager,119,85300,3,78,0,Hybrid,No
E03608,39,Male,Dublin,HR,HR Business Partner,74,110100,3,56,1,Remote,No
E03609,55,Female,Atlanta,Customer Support,Customer Success Manager,126,82500,3,47,0,Onsite,Yes
E03610,34,Female,Seattle,Sales,Sales Operations Analyst,8,120800,4,68,0,Remote,Yes
E03611,42,Female,London,IT,Cloud Operations Analyst,159,120500,4,55,0,Hybrid,No
E03612,41,Female,Atlanta,Product,Program Manager,58,140300,4,70,0,Onsite,Yes
E03613,49,Male,Dublin,Legal,Contract Analyst,93,111600,4,66,0,Hybrid,No
E03614,32,Male,New York,Engineering,Engineering Manager,91,137700,3,73,1,Remote,No
E03615,48,Female,Atlanta,Engineering,Software Engineer,90,148800,3,71,1,Onsite,No
E03616,32,Male,Dallas,HR,HR Business Partner,113,139600,3,75,1,Onsite,No
E03617,44,Male,Redmond,Engineering,Data Engineer,40,144200,4,73,1,Hybrid,No
E03618,41,Female,Austin,Legal,Contract Analyst,26,135500,4,60,0,Onsite,No
E03619,39,Female,Chicago,IT,Cloud Operations Analyst,98,121100,2,64,0,Hybrid,Yes
E03620,51,Male,Redmond,Engineering,Engineering Manager,31,118700,2,59,0,Hybrid,No
E03621,53,Male,Seattle,Sales,Sales Manager,18,105500,3,54,0,Hybrid,No
E03622,28,Male,Bangalore,HR,People Program Manager,43,108500,3,90,0,Hybrid,Yes
E03623,38,Male,Redmond,Sales,Sales Manager,24,116400,4,61,0,Hybrid,No
E03624,35,Female,Chicago,Operations,Operations Analyst,53,82900,2,64,0,Remote,Yes
E03625,39,Female,Seattle,Engineering,Senior Software Engineer,77,172700,3,76,0,Hybrid,No
E03626,37,Female,London,Finance,Accounting Analyst,101,135400,4,60,1,Remote,No
E03627,34,Non-Binary,Austin,Engineering,Senior Software Engineer,25,159400,4,75,0,Remote,Yes
E03628,51,Female,Chicago,Product,UX Research Coordinator,88,131200,5,75,1,Hybrid,No
E03629,31,Male,London,IT,Security Analyst,65,146000,4,65,0,Hybrid,No
E03630,39,Male,Chicago,Engineering,Engineering Manager,124,173000,5,84,0,Remote,No
E03631,44,Male,Dublin,Sales,Business Development Rep,72,109000,3,58,0,Hybrid,Yes
E03632,38,Male,Redmond,Product,Product Analyst,87,147400,4,70,1,Hybrid,No
E03633,43,Male,Chicago,Finance,Financial Analyst,36,81000,3,76,0,Remote,Yes
E03634,53,Female,Redmond,Sales,Business Development Rep,62,109900,3,53,0,Hybrid,Yes
E03635,35,Female,Austin,Legal,Paralegal,24,83300,2,80,0,Hybrid,No
E03636,24,Male,Dublin,Customer Support,Support Team Lead,37,81900,2,61,0,Hybrid,No
E03637,37,Male,Austin,Customer Support,Support Specialist,113,86400,5,79,0,Remote,No
E03638,33,Female,Bangalore,Product,UX Research Coordinator,74,135100,4,46,1,Remote,No
E03639,46,Male,Chicago,Product,Product Manager,20,150300,5,98,0,Hybrid,No
E03640,30,Female,Bangalore,Product,Product Analyst,139,170300,4,63,0,Onsite,No
E03641,47,Male,Toronto,Product,UX Research Coordinator,54,148100,5,89,0,Remote,No
E03642,38,Female,Redmond,Finance,Financial Analyst,136,128300,4,66,0,Remote,No
E03643,32,Male,Redmond,Legal,Paralegal,27,117000,3,68,0,Remote,No
E03644,31,Male,Redmond,Finance,Financial Analyst,90,148500,3,82,1,Onsite,No
E03645,38,Female,London,Customer Support,Support Specialist,96,76100,3,51,0,Hybrid,No
E03646,54,Female,Chicago,Engineering,Senior Software Engineer,57,144300,5,78,0,Remote,No
E03647,51,Female,Seattle,Engineering,Senior Software Engineer,118,163300,4,88,0,Hybrid,No
E03648,44,Female,Seattle,Marketing,Content Strategist,40,95600,3,69,0,Hybrid,No
E03649,34,Non-Binary,Chicago,Sales,Sales Manager,102,135700,3,62,0,Hybrid,Yes
E03650,33,Male,Toronto,Marketing,Marketing Analyst,81,101900,4,82,0,Hybrid,No
E03651,36,Male,New York,Finance,Accounting Analyst,49,126700,3,51,0,Hybrid,No
E03652,27,Female,Redmond,Engineering,Software Engineer,17,132800,4,76,1,Remote,No
E03653,35,Female,Seattle,Operations,Process Improvement Analyst,87,102500,3,63,0,Remote,No
E03654,35,Male,Seattle,Finance,Finance Manager,68,110000,4,75,0,Remote,Yes
E03655,54,Female,Bangalore,Engineering,Engineering Manager,57,150300,2,65,0,Onsite,No
E03656,33,Female,Dallas,HR,Recruiter,31,95300,3,70,0,Remote,No
E03657,40,Male,Seattle,Finance,Accounting Analyst,45,109100,3,66,0,Hybrid,Yes
E03658,44,Male,Chicago,Finance,Accounting Analyst,56,130600,4,89,1,Remote,No
E03659,30,Male,New York,Legal,Contract Analyst,49,120700,3,68,0,Hybrid,No
E03660,26,Female,London,Customer Support,Customer Success Manager,136,82700,4,35,0,Remote,No
E03661,46,Male,Toronto,Finance,FP&A Analyst,66,109800,3,57,0,Hybrid,No
E03662,34,Female,Austin,Engineering,Senior Software Engineer,65,156600,4,77,0,Remote,No
E03663,42,Male,Redmond,Engineering,Data Engineer,160,170400,4,77,0,Remote,No
E03664,28,Female,New York,Customer Support,Support Team Lead,119,74100,4,88,0,Hybrid,Yes
E03665,40,Female,Redmond,HR,HR Analyst,82,120800,5,70,0,Onsite,No
E03666,41,Non-Binary,Toronto,Finance,Accounting Analyst,47,92100,3,57,0,Hybrid,No
E03667,35,Female,Toronto,Sales,Business Development Rep,35,135600,5,72,0,Hybrid,No
E03668,42,Female,Seattle,Marketing,Campaign Manager,54,110200,3,58,0,Hybrid,No
E03669,39,Female,Toronto,Engineering,Software Engineer,30,127000,5,88,0,Remote,No
E03670,43,Male,Dallas,Legal,Contract Analyst,33,119500,2,61,1,Onsite,No
E03671,32,Male,Redmond,IT,Cloud Operations Analyst,51,88600,4,87,0,Remote,No
E03672,43,Male,Redmond,Operations,Process Improvement Analyst,77,99300,3,76,0,Hybrid,No
E03673,56,Female,Toronto,Product,Product Manager,41,137000,3,82,0,Remote,Yes
E03674,44,Male,Toronto,Customer Support,Customer Success Manager,55,57900,3,55,0,Hybrid,Yes
E03675,51,Female,Chicago,Sales,Sales Operations Analyst,41,121300,4,79,0,Remote,Yes
E03676,53,Female,Chicago,HR,HR Business Partner,77,108300,4,67,0,Hybrid,Yes
E03677,25,Female,Dallas,Product,Product Analyst,137,161400,4,90,1,Hybrid,Yes
E03678,31,Female,Atlanta,Product,Product Manager,72,138000,3,67,0,Hybrid,No
E03679,33,Male,Austin,HR,Recruiter,35,101500,4,67,0,Remote,Yes
E03680,52,Non-Binary,Dublin,Legal,Compliance Analyst,19,138400,5,73,0,Hybrid,No
E03681,41,Male,London,Operations,Business Operations Specialist,120,99400,3,76,0,Hybrid,No
E03682,38,Female,Chicago,HR,Recruiter,34,131000,5,82,0,Remote,Yes
E03683,52,Male,Seattle,Customer Support,Escalations Analyst,158,125400,4,73,0,Hybrid,No
E03684,34,Female,Bangalore,Engineering,Senior Software Engineer,115,169900,3,84,0,Remote,No
E03685,48,Male,Chicago,Finance,FP&A Analyst,41,99100,2,74,0,Hybrid,No
E03686,40,Female,New York,IT,Security Analyst,133,131500,4,55,1,Hybrid,No
E03687,32,Male,London,Customer Support,Escalations Analyst,51,74000,3,54,1,Hybrid,No
E03688,26,Female,Redmond,Engineering,Senior Software Engineer,21,147900,4,52,1,Onsite,No
E03689,41,Female,Dallas,Sales,Sales Operations Analyst,19,129700,4,56,0,Onsite,No
E03690,58,Female,Redmond,Marketing,Campaign Manager,106,104000,4,62,0,Onsite,No
E03691,35,Male,London,Marketing,Marketing Analyst,91,113700,5,98,1,Remote,No
E03692,30,Male,Toronto,HR,HR Business Partner,76,100200,3,68,0,Hybrid,No
E03693,34,Male,Bangalore,Engineering,Senior Software Engineer,112,149700,3,72,0,Hybrid,No
E03694,40,Female,Redmond,Engineering,Data Engineer,98,151900,4,76,1,Onsite,Yes
E03695,42,Male,Chicago,Product,UX Research Coordinator,88,175400,5,98,1,Hybrid,No
E03696,45,Female,Seattle,Engineering,Software Engineer,118,149000,4,81,0,Hybrid,No
E03697,40,Female,Atlanta,HR,HR Analyst,109,132500,3,86,0,Remote,No
